GDP per capita (current US$),NY.GDP.PCAP.CD,Fiji,FJI,6425.741517
GDP per capita (current US$),NY.GDP.PCAP.CD,Finland,FIN,53149.76719
GDP per capita (current US$),NY.GDP.PCAP.CD,France,FRA,46103.08409
GDP per capita (current US$),NY.GDP.PCAP.CD,French Polynesia,PYF,22439.88387
GDP per capita (current US$),NY.GDP.PCAP.CD,Gabon,GAB,8230.043115
GDP per capita (current US$),NY.GDP.PCAP.CD,"Gambia, The",GMB,871.3402918
GDP per capita (current US$),NY.GDP.PCAP.CD,Georgia,GEO,9241.491223
GDP per capita (current US$),NY.GDP.PCAP.CD,Germany,DEU,56103.73232
GDP per capita (current US$),NY.GDP.PCAP.CD,Ghana,GHA,2390.772377
GDP per capita (current US$),NY.GDP.PCAP.CD,Gibraltar,GIB,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Greece,GRC,24626.14819
GDP per capita (current US$),NY.GDP.PCAP.CD,Greenland,GRL,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Grenada,GRD,11705.0903
GDP per capita (current US$),NY.GDP.PCAP.CD,Guam,GUM,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Guatemala,GTM,6150.025714
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea,GIN,1694.953759
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea-Bissau,GNB,1007.741517
GDP per capita (current US$),NY.GDP.PCAP.CD,Guyana,GUY,29675.24439
GDP per capita (current US$),NY.GDP.PCAP.CD,Haiti,HTI,2142.623305
GDP per capita (current US$),NY.GDP.PCAP.CD,Honduras,HND,3426.434833
GDP per capita (current US$),NY.GDP.PCAP.CD,"Hong Kong SAR, China",HKG,54074.69285
GDP per capita (current US$),NY.GDP.PCAP.CD,Hungary,HUN,23292.32639
GDP per capita (current US$),NY.GDP.PCAP.CD,Iceland,ISL,86040.53099
GDP per capita (current US$),NY.GDP.PCAP.CD,India,IND,2694.737809
GDP per capita (current US$),NY.GDP.PCAP.CD,Indonesia,IDN,4925.430488
GDP per capita (current US$),NY.GDP.PCAP.CD,"Iran, Islamic Rep.",IRN,5190.16959
GDP per capita (current US$),NY.GDP.PCAP.CD,Iraq,IRQ,6073.610323
GDP per capita (current US$),NY.GDP.PCAP.CD,Ireland,IRL,112894.9532
GDP per capita (current US$),NY.GDP.PCAP.CD,Isle of Man,IMN,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Israel,ISR,54176.68444
GDP per capita (current US$),NY.GDP.PCAP.CD,Italy,ITA,40385.3414
GDP per capita (current US$),NY.GDP.PCAP.CD,Jamaica,JAM,7753.800696
GDP per capita (current US$),NY.GDP.PCAP.CD,Japan,JPN,32487.0778
GDP per capita (current US$),NY.GDP.PCAP.CD,Jordan,JOR,4618.095925
GDP per capita (current US$),NY.GDP.PCAP.CD,Kazakhstan,KAZ,14154.6325
GDP per capita (current US$),NY.GDP.PCAP.CD,Kenya,KEN,2132.434521
GDP per capita (current US$),NY.GDP.PCAP.CD,Kiribati,KIR,2288.634714
GDP per capita (current US$),NY.GDP.PCAP.CD,"Korea, Dem. People's Rep.",PRK,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Korea, Rep.",KOR,36238.63991
GDP per capita (current US$),NY.GDP.PCAP.CD,Kosovo,XKX,7023.065985
GDP per capita (current US$),NY.GDP.PCAP.CD,Kuwait,KWT,32717.71866
GDP per capita (current US$),NY.GDP.PCAP.CD,Kyrgyz Republic,KGZ,2420.185423
GDP per capita (current US$),NY.GDP.PCAP.CD,Lao PDR,LAO,2123.979094
GDP per capita (current US$),NY.GDP.PCAP.CD,Latvia,LVA,23409.08452
GDP per capita (current US$),NY.GDP.PCAP.CD,Lebanon,LBN,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Lesotho,LSO,971.9077182
GDP per capita (current US$),NY.GDP.PCAP.CD,Liberia,LBR,851.4977239
GDP per capita (current US$),NY.GDP.PCAP.CD,Libya,LBY,6569.164087
GDP per capita (current US$),NY.GDP.PCAP.CD,Liechtenstein,LIE,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Lithuania,LTU,29384.01896
GDP per capita (current US$),NY.GDP.PCAP.CD,Luxembourg,LUX,137781.6817
GDP per capita (current US$),NY.GDP.PCAP.CD,"Macao SAR, China",MAC,72004.7437
GDP per capita (current US$),NY.GDP.PCAP.CD,Madagascar,MDG,544.987501
GDP per capita (current US$),NY.GDP.PCAP.CD,Malawi,MWI,522.5703936
GDP per capita (current US$),NY.GDP.PCAP.CD,Malaysia,MYS,11874.42737
GDP per capita (current US$),NY.GDP.PCAP.CD,Maldives,MDV,13379.35136
GDP per capita (current US$),NY.GDP.PCAP.CD,Mali,MLI,1094.619493
GDP per capita (current US$),NY.GDP.PCAP.CD,Malta,MLT,43898.57818
GDP per capita (current US$),NY.GDP.PCAP.CD,Marshall Islands,MHL,7726.336689
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritania,MRT,2110.120369
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritius,MUS,11990.77989
GDP per capita (current US$),NY.GDP.PCAP.CD,Mexico,MEX,14185.78122
GDP per capita (current US$),NY.GDP.PCAP.CD,"Micronesia, Fed. Sts.",FSM,4166.004767
GDP per capita (current US$),NY.GDP.PCAP.CD,Moldova,MDA,7576.195894
GDP per capita (current US$),NY.GDP.PCAP.CD,Monaco,MCO,288001.4334
GDP per capita (current US$),NY.GDP.PCAP.CD,Mongolia,MNG,6750.630116
GDP per capita (current US$),NY.GDP.PCAP.CD,Montenegro,MNE,13263.32813
GDP per capita (current US$),NY.GDP.PCAP.CD,Morocco,MAR,4153.194336
GDP per capita (current US$),NY.GDP.PCAP.CD,Mozambique,MOZ,656.7768246
GDP per capita (current US$),NY.GDP.PCAP.CD,Myanmar,MMR,1359.050016
GDP per capita (current US$),NY.GDP.PCAP.CD,Namibia,NAM,4413.127522
GDP per capita (current US$),NY.GDP.PCAP.CD,Nauru,NRU,13609.15884
GDP per capita (current US$),NY.GDP.PCAP.CD,Nepal,NPL,1447.310045
GDP per capita (current US$),NY.GDP.PCAP.CD,Netherlands,NLD,67520.4219
GDP per capita (current US$),NY.GDP.PCAP.CD,New Caledonia,NCL,29213.19232
GDP per capita (current US$),NY.GDP.PCAP.CD,New Zealand,NZL,49205.17921
GDP per capita (current US$),NY.GDP.PCAP.CD,Nicaragua,NIC,2847.539663
GDP per capita (current US$),NY.GDP.PCAP.CD,Niger,NER,735.2702558
GDP per capita (current US$),NY.GDP.PCAP.CD,Nigeria,NGA,1084.160418
GDP per capita (current US$),NY.GDP.PCAP.CD,North Macedonia,MKD,9291.856617
GDP per capita (current US$),NY.GDP.PCAP.CD,Northern Mariana Islands,MNP,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Norway,NOR,86785.43345
GDP per capita (current US$),NY.GDP.PCAP.CD,Oman,OMN,20285.22729
GDP per capita (current US$),NY.GDP.PCAP.CD,Pakistan,PAK,1478.77278
GDP per capita (current US$),NY.GDP.PCAP.CD,Palau,PLW,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Panama,PAN,19161.21885
GDP per capita (current US$),NY.GDP.PCAP.CD,Papua New Guinea,PNG,3006.705645
GDP per capita (current US$),NY.GDP.PCAP.CD,Paraguay,PRY,6416.09709
GDP per capita (current US$),NY.GDP.PCAP.CD,Peru,PER,8452.371671
GDP per capita (current US$),NY.GDP.PCAP.CD,Philippines,PHL,3984.831539
GDP per capita (current US$),NY.GDP.PCAP.CD,Poland,POL,25103.56566
GDP per capita (current US$),NY.GDP.PCAP.CD,Portugal,PRT,29292.2421
GDP per capita (current US$),NY.GDP.PCAP.CD,Puerto Rico (US),PRI,39343.71547
GDP per capita (current US$),NY.GDP.PCAP.CD,Qatar,QAT,76688.69417
GDP per capita (current US$),NY.GDP.PCAP.CD,Romania,ROU,20080.20962
GDP per capita (current US$),NY.GDP.PCAP.CD,Russian Federation,RUS,14889.01855
GDP per capita (current US$),NY.GDP.PCAP.CD,Rwanda,RWA,999.6545617
GDP per capita (current US$),NY.GDP.PCAP.CD,Samoa,WSM,5392.877619
GDP per capita (current US$),NY.GDP.PCAP.CD,San Marino,SMR,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sao Tome and Principe,STP,3490.568835
GDP per capita (current US$),NY.GDP.PCAP.CD,Saudi Arabia,SAU,35121.66287
GDP per capita (current US$),NY.GDP.PCAP.CD,Senegal,SEN,1773.218299
GDP per capita (current US$),NY.GDP.PCAP.CD,Serbia,SRB,13679.2066
GDP per capita (current US$),NY.GDP.PCAP.CD,Seychelles,SYC,17858.82264
GDP per capita (current US$),NY.GDP.PCAP.CD,Sierra Leone,SLE,806.6546504
GDP per capita (current US$),NY.GDP.PCAP.CD,Singapore,SGP,90674.06663
GDP per capita (current US$),NY.GDP.PCAP.CD,Sint Maarten (Dutch part),SXM,41472.58745
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovak Republic,SVK,25992.67485
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovenia,SVN,34301.03187
GDP per capita (current US$),NY.GDP.PCAP.CD,Solomon Islands,SLB,1933.555384
GDP per capita (current US$),NY.GDP.PCAP.CD,"Somalia, Fed. Rep.",SOM,629.5388994
GDP per capita (current US$),NY.GDP.PCAP.CD,South Africa,ZAF,6267.186814
GDP per capita (current US$),NY.GDP.PCAP.CD,South Sudan,SSD,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Spain,ESP,35326.76831
GDP per capita (current US$),NY.GDP.PCAP.CD,Sri Lanka,LKA,4515.567873
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Kitts and Nevis,KNA,23960.65344
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Lucia,LCA,14181.63034
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Martin (French part),MAF,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Vincent and the Grenadines,VCT,11501.22652
GDP per capita (current US$),NY.GDP.PCAP.CD,Sudan,SDN,984.607666
GDP per capita (current US$),NY.GDP.PCAP.CD,Suriname,SUR,6961.78956
GDP per capita (current US$),NY.GDP.PCAP.CD,Sweden,SWE,57117.48774
GDP per capita (current US$),NY.GDP.PCAP.CD,Switzerland,CHE,103998.1867
GDP per capita (current US$),NY.GDP.PCAP.CD,Syrian Arab Republic,SYR,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tajikistan,TJK,1341.20229
GDP per capita (current US$),NY.GDP.PCAP.CD,Tanzania,TZA,1186.716919
GDP per capita (current US$),NY.GDP.PCAP.CD,Thailand,THA,7346.620221
GDP per capita (current US$),NY.GDP.PCAP.CD,Timor-Leste,TLS,1331.970513
GDP per capita (current US$),NY.GDP.PCAP.CD,Togo,TGO,1119.381605
GDP per capita (current US$),NY.GDP.PCAP.CD,Tonga,TON,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Trinidad and Tobago,TTO,18733.41104
GDP per capita (current US$),NY.GDP.PCAP.CD,Tunisia,TUN,4181.137893
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkiye,TUR,15892.71573
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkmenistan,TKM,6856.658027
GDP per capita (current US$),NY.GDP.PCAP.CD,Turks and Caicos Islands,TCA,37506.77984
GDP per capita (current US$),NY.GDP.PCAP.CD,Tuvalu,TUV,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Uganda,UGA,1077.912785
GDP per capita (current US$),NY.GDP.PCAP.CD,Ukraine,UKR,5389.473145
GDP per capita (current US$),NY.GDP.PCAP.CD,United Arab Emirates,ARE,50273.50605
GDP per capita (current US$),NY.GDP.PCAP.CD,United Kingdom,GBR,53246.36761
GDP per capita (current US$),NY.GDP.PCAP.CD,United States,USA,84534.04078
GDP per capita (current US$),NY.GDP.PCAP.CD,Uruguay,URY,23906.5133
GDP per capita (current US$),NY.GDP.PCAP.CD,Uzbekistan,UZB,3161.700106
GDP per capita (current US$),NY.GDP.PCAP.CD,Vanuatu,VUT,3410.770232
GDP per capita (current US$),NY.GDP.PCAP.CD,"Venezuela, RB",VEN,4217.591026
GDP per capita (current US$),NY.GDP.PCAP.CD,Viet Nam,VNM,4717.290287
GDP per capita (current US$),NY.GDP.PCAP.CD,Virgin Islands (U.S.),VIR,..
GDP per capita (current US$),NY.GDP.PCAP.CD,West Bank and Gaza,PSE,2592.305912
GDP per capita (current US$),NY.GDP.PCAP.CD,"Yemen, Rep.",YEM,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Zambia,ZMB,1187.109434
GDP per capita (current US$),NY.GDP.PCAP.CD,Zimbabwe,ZWE,2497.203322
GDP per capita (current US$),NY.GDP.PCAP.CD,Africa Eastern and Southern,AFE,1615.396356
GDP per capita (current US$),NY.GDP.PCAP.CD,Africa Western and Central,AFW,1411.337029
GDP per capita (current US$),NY.GDP.PCAP.CD,Arab World,ARB,7583.811701
GDP per capita (current US$),NY.GDP.PCAP.CD,Caribbean small states,CSS,19903.81123
GDP per capita (current US$),NY.GDP.PCAP.CD,Central Europe and the Baltics,CEB,24604.80686
GDP per capita (current US$),NY.GDP.PCAP.CD,Early-demographic dividend,EAR,4450.187119
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific,EAS,13405.73567
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific (excluding high income),EAP,10396.79574
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,10513.95293
GDP per capita (current US$),NY.GDP.PCAP.CD,Euro area,EMU,46945.41882
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia,ECS,31555.52079
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia (excluding high income),ECA,9793.692058
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,13337.4387
GDP per capita (current US$),NY.GDP.PCAP.CD,European Union,EUU,43304.96426
GDP per capita (current US$),NY.GDP.PCAP.CD,Fragile and conflict affected situations,FCS,1527.958095
GDP per capita (current US$),NY.GDP.PCAP.CD,Heavily indebted poor countries (HIPC),HPC,1216.375085
GDP per capita (current US$),NY.GDP.PCAP.CD,High income,HIC,50302.60521
GDP per capita (current US$),NY.GDP.PCAP.CD,IBRD only,IBD,8219.912657
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA & IBRD total,IBT,6327.143997
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA blend,IDB,1650.637881
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA only,IDX,1398.111813
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA total,IDA,1485.922274
GDP per capita (current US$),NY.GDP.PCAP.CD,Late-demographic dividend,LTE,12874.16791
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean,LCN,10737.64635
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean (excluding high income),LAC,10382.39111
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,10474.28099
GDP per capita (current US$),NY.GDP.PCAP.CD,Least developed countries: UN classification,LDC,1293.401003
GDP per capita (current US$),NY.GDP.PCAP.CD,Low & middle income,LMY,6002.451208
GDP per capita (current US$),NY.GDP.PCAP.CD,Low income,LIC,751.322764
GDP per capita (current US$),NY.GDP.PCAP.CD,Lower middle income,LMC,2544.492455
GDP per capita (current US$),NY.GDP.PCAP.CD,"Middle East, North Africa, Afghanistan & Pakistan",MEA,6265.444452
GDP per capita (current US$),NY.GDP.PCAP.CD,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2971.054627
GDP per capita (current US$),NY.GDP.PCAP.CD,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2973.774962
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle income,MIC,6554.370549
GDP per capita (current US$),NY.GDP.PCAP.CD,North America,NAC,81275.84368
GDP per capita (current US$),NY.GDP.PCAP.CD,Not classified,INX,..
GDP per capita (current US$),NY.GDP.PCAP.CD,OECD members,OED,48322.16442
GDP per capita (current US$),NY.GDP.PCAP.CD,Other small states,OSS,16094.12662
GDP per capita (current US$),NY.GDP.PCAP.CD,Pacific island small states,PSS,4453.585613
GDP per capita (current US$),NY.GDP.PCAP.CD,Post-demographic dividend,PST,55644.31479
GDP per capita (current US$),NY.GDP.PCAP.CD,Pre-demographic dividend,PRE,1366.065773
GDP per capita (current US$),NY.GDP.PCAP.CD,Small states,SST,15383.34256
GDP per capita (current US$),NY.GDP.PCAP.CD,South Asia,SAS,2690.078837
GDP per capita (current US$),NY.GDP.PCAP.CD,South Asia (IDA & IBRD),TSA,2690.078837
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa,SSF,1532.927636
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa (excluding high income),SSA,1576.691669
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,1532.927636
GDP per capita (current US$),NY.GDP.PCAP.CD,Upper middle income,UMC,10996.1017
GDP per capita (current US$),NY.GDP.PCAP.CD,World,WLD,13631.20431
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 12/19/2025,,,,
